code,x,y,pattern,iteration
0010011,0101100,0.75,2.8125,0,3
0010011,0101101,0.8125,2.8125,0,3
00100100,01011001,0.78125,2.875,0,2
00100101,01011000,0.75,2.84375,0,3
00100101,01011001,0.78125,2.84375,0,3
00100100,01011011,0.84375,2.875,0,2
00100101,01011010,0.8125,2.84375,0,3
00100101,01011011,0.84375,2.84375,0,2
00100110,01011001,0.78125,2.8125,0,3
00100111,01011000,0.75,2.78125,0,3
00100111,01011001,0.78125,2.78125,0,3
00100110,01011011,0.84375,2.8125,0,3
00100111,01011010,0.8125,2.78125,0,3
00100111,01011011,0.84375,2.78125,0,3
0010010,0101111,0.9375,2.875,0,2
0010011,0101110,0.875,2.8125,0,3
0010011,0101111,0.9375,2.8125,0,2
00100100,01011101,0.90625,2.875,0,2
00100101,01011100,0.875,2.84375,0,2
00100101,01011101,0.90625,2.84375,0,2
00100100,01011111,0.96875,2.875,0,2
00100101,01011110,0.9375,2.84375,0,2
00100101,01011111,0.96875,2.84375,0,2
00100110,01011101,0.90625,2.8125,0,2
00100111,01011100,0.875,2.78125,0,3
00100111,01011101,0.90625,2.78125,0,3
00100110,01011111,0.96875,2.8125,0,2
00100111,01011110,0.9375,2.78125,0,3
00100111,01011111,0.96875,2.78125,0,2
001010,010101,0.625,2.75,0,3
001011,010100,0.5,2.625,0,3
001011,010101,0.625,2.625,0,3
0010100,0101001,0.5625,2.75,0,3
0010101,0101000,0.5,2.6875,0,3
0010101,0101001,0.5625,2.6875,0,3
00101000,01010001,0.53125,2.75,0,3
00101001,01010000,0.5,2.71875,0,3
00101001,01010001,0.53125,2.71875,0,3
00101000,01010011,0.59375,2.75,0,3
00101001,01010010,0.5625,2.71875,0,3
00101001,01010011,0.59375,2.71875,0,3
00101010,01010001,0.53125,2.6875,0,3
00101011,01010000,0.5,2.65625,0,3
00101011,01010001,0.53125,2.65625,0,3
00101010,01010011,0.59375,2.6875,0,3
00101011,01010010,0.5625,2.65625,0,3
00101011,01010011,0.59375,2.65625,0,3
0010100,0101011,0.6875,2.75,0,3
0010101,0101010,0.625,2.6875,0,3
0010101,0101011,0.6875,2.6875,0,3
00101000,01010101,0.65625,2.75,0,3
00101001,01010100,0.625,2.71875,0,3
00101001,01010101,0.65625,2.71875,0,3
00101000,01010111,0.71875,2.75,0,3
00101001,01010110,0.6875,2.71875,0,3
00101001,01010111,0.71875,2.71875,0,3
00101010,01010101,0.65625,2.6875,0,3
00101011,01010100,0.625,2.65625,0,3
00101011,01010101,0.65625,2.65625,0,3
00101010,01010111,0.71875,2.6875,0,3
00101011,01010110,0.6875,2.65625,0,3
00101011,01010111,0.71875,2.65625,0,3
0010110,0101001,0.5625,2.625,0,3
0010111,0101000,0.5,2.5625,0,3
0010111,0101001,0.5625,2.5625,0,3
00101100,01010001,0.53125,2.625,0,3
00101101,01010000,0.5,2.59375,0,3
00101101,01010001,0.53125,2.59375,0,3
00101100,01010011,0.59375,2.625,0,3
00101101,01010010,0.5625,2.59375,0,3
00101101,01010011,0.59375,2.59375,0,3
00101110,01010001,0.53125,2.5625,0,3
00101111,01010000,0.5,2.53125,0,3
00101111,01010001,0.53125,2.53125,0,3
00101110,01010011,0.59375,2.5625,0,3
00101111,01010010,0.5625,2.53125,0,3
00101111,01010011,0.59375,2.53125,0,3
0010110,0101011,0.6875,2.625,0,3
0010111,0101010,0.625,2.5625,0,3
0010111,0101011,0.6875,2.5625,0,3
00101100,01010101,0.65625,2.625,0,3
00101101,01010100,0.625,2.59375,0,3
00101101,01010101,0.65625,2.59375,0,3
00101100,01010111,0.71875,2.625,0,3
00101101,01010110,0.6875,2.59375,0,3
00101101,01010111,0.71875,2.59375,0,3
00101110,01010101,0.65625,2.5625,0,3
00101111,01010100,0.625,2.53125,0,3
00101111,01010101,0.65625,2.53125,0,3
00101110,01010111,0.71875,2.5625,0,3
00101111,01010110,0.6875,2.53125,0,3
00101111,01010111,0.71875,2.53125,0,3
001010,010111,0.875,2.75,0,3
001011,010110,0.75,2.625,0,3
001011,010111,0.875,2.625,0,3
0010100,0101101,0.8125,2.75,0,3
0010101,0101100,0.75,2.6875,0,3
0010101,0101101,0.8125,2.6875,0,3
00101000,01011001,0.78125,2.75,0,3
00101001,01011000,0.75,2.71875,0,3
00101001,01011001,0.78125,2.71875,0,3
00101000,01011011,0.84375,2.75,0,3
00101001,01011010,0.8125,2.71875,0,3
00101001,01011011,0.84375,2.71875,0,3
00101010,01011001,0.78125,2.6875,0,3
00101011,01011000,0.75,2.65625,0,3
00101011,01011001,0.78125,2.65625,0,3
00101010,01011011,0.84375,2.6875,0,3
00101011,01011010,0.8125,2.65625,0,3
00101011,01011011,0.84375,2.65625,0,3
0010100,0101111,0.9375,2.75,0,3
0010101,0101110,0.875,2.6875,0,3
0010101,0101111,0.9375,2.6875,0,3
00101000,01011101,0.90625,2.75,0,3
00101001,01011100,0.875,2.71875,0,3
00101001,01011101,0.90625,2.71875,0,3
00101000,01011111,0.96875,2.75,0,3
00101001,01011110,0.9375,2.71875,0,3
00101001,01011111,0.96875,2.71875,0,3
00101010,01011101,0.90625,2.6875,0,3
00101011,01011100,0.875,2.65625,0,3
00101011,01011101,0.90625,2.65625,0,3
00101010,01011111,0.96875,2.6875,0,3
00101011,01011110,0.9375,2.65625,0,3
00101011,01011111,0.96875,2.65625,0,3
0010110,0101101,0.8125,2.625,0,3
0010111,0101100,0.75,2.5625,0,3
0010111,0101101,0.8125,2.5625,0,3
00101100,01011001,0.78125,2.625,0,3
00101101,01011000,0.75,2.59375,0,3
00101101,01011001,0.78125,2.59375,0,3
00101100,01011011,0.84375,2.625,0,3
00101101,01011010,0.8125,2.59375,0,3
00101101,01011011,0.84375,2.59375,0,3
00101110,01011001,0.78125,2.5625,0,3
00101111,01011000,0.75,2.53125,0,3
00101111,01011001,0.78125,2.53125,0,3
00101110,01011011,0.84375,2.5625,0,3
00101111,01011010,0.8125,2.53125,0,3
00101111,01011011,0.84375,2.53125,0,3
0010110,0101111,0.9375,2.625,0,3
0010111,0101110,0.875,2.5625,0,3
0010111,0101111,0.9375,2.5625,0,3
00101100,01011101,0.90625,2.625,0,3
00101101,01011100,0.875,2.59375,0,3
00101101,01011101,0.90625,2.59375,0,3
00101100,01011111,0.96875,2.625,0,3
00101101,01011110,0.9375,2.59375,0,3
00101101,01011111,0.96875,2.59375,0,3
00101110,01011101,0.90625,2.5625,0,3
00101111,01011100,0.875,2.53125,0,3
00101111,01011101,0.90625,2.53125,0,3
00101110,01011111,0.96875,2.5625,0,3
00101111,01011110,0.9375,2.53125,0,3
00101111,01011111,0.96875,2.53125,0,3
00110,01001,0.25,2.5,0,3
00111,01000,0,2.25,0,3
00111,01001,0.25,2.25,0,3
001100,010001,0.125,2.5,0,3
001101,010000,0,2.375,0,3
001101,010001,0.125,2.375,0,3
0011000,0100001,0.0625,2.5,0,3
0011001,0100000,0,2.4375,0,3
0011001,0100001,0.0625,2.4375,0,3
00110000,01000001,0.03125,2.5,0,3
00110001,01000000,0,2.46875,0,3
00110001,01000001,0.03125,2.46875,0,3
00110000,01000011,0.09375,2.5,0,3
00110001,01000010,0.0625,2.46875,0,3
00110001,01000011,0.09375,2.46875,0,3
00110010,01000001,0.03125,2.4375,0,3
00110011,01000000,0,2.40625,0,3
00110011,01000001,0.03125,2.40625,0,3
00110010,01000011,0.09375,2.4375,0,3
00110011,01000010,0.0625,2.40625,0,3
00110011,01000011,0.09375,2.40625,0,3
0011000,0100011,0.1875,2.5,0,3
0011001,0100010,0.125,2.4375,0,3
0011001,0100011,0.1875,2.4375,0,3
00110000,01000101,0.15625,2.5,0,3
00110001,01000100,0.125,2.46875,0,3
00110001,01000101,0.15625,2.46875,0,3
00110000,01000111,0.21875,2.5,0,3
00110001,01000110,0.1875,2.46875,0,3
00110001,01000111,0.21875,2.46875,0,3
00110010,01000101,0.15625,2.4375,0,3
00110011,01000100,0.125,2.40625,0,3
00110011,01000101,0.15625,2.40625,0,3
00110010,01000111,0.21875,2.4375,0,3
00110011,01000110,0.1875,2.40625,0,3
00110011,01000111,0.21875,2.40625,0,3
0011010,0100001,0.0625,2.375,0,3
0011011,0100000,0,2.3125,0,3
0011011,0100001,0.0625,2.3125,0,3
00110100,01000001,0.03125,2.375,0,3
00110101,01000000,0,2.34375,0,3
00110101,01000001,0.03125,2.34375,0,3
00110100,01000011,0.09375,2.375,0,3
00110101,01000010,0.0625,2.34375,0,3
00110101,01000011,0.09375,2.34375,0,3
00110110,01000001,0.03125,2.3125,0,3
00110111,01000000,0,2.28125,0,3
00110111,01000001,0.03125,2.28125,0,3
00110110,01000011,0.09375,2.3125,0,3
00110111,01000010,0.0625,2.28125,0,3
00110111,01000011,0.09375,2.28125,0,3
0011010,0100011,0.1875,2.375,0,3
0011011,0100010,0.125,2.3125,0,3
0011011,0100011,0.1875,2.3125,0,3
00110100,01000101,0.15625,2.375,0,3
00110101,01000100,0.125,2.34375,0,3
00110101,01000101,0.15625,2.34375,0,3
00110100,01000111,0.21875,2.375,0,3
00110101,01000110,0.1875,2.34375,0,3
00110101,01000111,0.21875,2.34375,0,3
00110110,01000101,0.15625,2.3125,0,3
00110111,01000100,0.125,2.28125,0,3
00110111,01000101,0.15625,2.28125,0,3
00110110,01000111,0.21875,2.3125,0,3
00110111,01000110,0.1875,2.28125,0,3
00110111,01000111,0.21875,2.28125,0,3
001100,010011,0.375,2.5,0,3
001101,010010,0.25,2.375,0,3
001101,010011,0.375,2.375,0,3
0011000,0100101,0.3125,2.5,0,3
0011001,0100100,0.25,2.4375,0,3
0011001,0100101,0.3125,2.4375,0,3
00110000,01001001,0.28125,2.5,0,3
00110001,01001000,0.25,2.46875,0,3
00110001,01001001,0.28125,2.46875,0,3
00110000,01001011,0.34375,2.5,0,3
00110001,01001010,0.3125,2.46875,0,3
00110001,01001011,0.34375,2.46875,0,3
00110010,01001001,0.28125,2.4375,0,3
00110011,01001000,0.25,2.40625,0,3
00110011,01001001,0.28125,2.40625,0,3
00110010,01001011,0.34375,2.4375,0,3
00110011,01001010,0.3125,2.40625,0,3
00110011,01001011,0.34375,2.40625,0,3
0011000,0100111,0.4375,2.5,0,3
0011001,0100110,0.375,2.4375,0,3
0011001,0100111,0.4375,2.4375,0,3
00110000,01001101,0.40625,2.5,0,3
00110001,01001100,0.375,2.46875,0,3
00110001,01001101,0.40625,2.46875,0,3
00110000,01001111,0.46875,2.5,0,3
00110001,01001110,0.4375,2.46875,0,3
00110001,01001111,0.46875,2.46875,0,3
00110010,01001101,0.40625,2.4375,0,3
00110011,01001100,0.375,2.40625,0,3
00110011,01001101,0.40625,2.40625,0,3
00110010,01001111,0.46875,2.4375,0,3
00110011,01001110,0.4375,2.40625,0,3
00110011,01001111,0.46875,2.40625,0,3
0011010,0100101,0.3125,2.375,0,3
0011011,0100100,0.25,2.3125,0,3
0011011,0100101,0.3125,2.3125,0,3
00110100,01001001,0.28125,2.375,0,3
00110101,01001000,0.25,2.34375,0,3
00110101,01001001,0.28125,2.34375,0,3
00110100,01001011,0.34375,2.375,0,3
00110101,01001010,0.3125,2.34375,0,3
00110101,01001011,0.34375,2.34375,0,3
00110110,01001001,0.28125,2.3125,0,3
00110111,01001000,0.25,2.28125,0,3
00110111,01001001,0.28125,2.28125,0,3
00110110,01001011,0.34375,2.3125,0,3
00110111,01001010,0.3125,2.28125,0,3
00110111,01001011,0.34375,2.28125,0,3
0011010,0100111,0.4375,2.375,0,3
0011011,0100110,0.375,2.3125,0,3
0011011,0100111,0.4375,2.3125,0,3
00110100,01001101,0.40625,2.375,0,3
00110101,01001100,0.375,2.34375,0,3
00110101,01001101,0.40625,2.34375,0,3
00110100,01001111,0.46875,2.375,0,3
00110101,01001110,0.4375,2.34375,0,3
00110101,01001111,0.46875,2.34375,0,3
00110110,01001101,0.40625,2.3125,0,3
00110111,01001100,0.375,2.28125,0,3
00110111,01001101,0.40625,2.28125,0,3
00110110,01001111,0.46875,2.3125,0,3
00110111,01001110,0.4375,2.28125,0,3
00110111,01001111,0.46875,2.28125,0,3
001110,010001,0.125,2.25,0,3
001111,010000,0,2.125,0,3
001111,010001,0.125,2.125,0,3
0011100,0100001,0.0625,2.25,0,3
0011101,0100000,0,2.1875,0,3
0011101,0100001,0.0625,2.1875,0,3
00111000,01000001,0.03125,2.25,0,3
00111001,01000000,0,2.21875,0,3
00111001,01000001,0.03125,2.21875,0,3
00111000,01000011,0.09375,2.25,0,3
00111001,01000010,0.0625,2.21875,0,3
00111001,01000011,0.09375,2.21875,0,3
00111010,01000001,0.03125,2.1875,0,3
00111011,01000000,0,2.15625,0,3
00111011,01000001,0.03125,2.15625,0,3
00111010,01000011,0.09375,2.1875,0,3
00111011,01000010,0.0625,2.15625,0,3
00111011,01000011,0.09375,2.15625,0,3
0011100,0100011,0.1875,2.25,0,3
0011101,0100010,0.125,2.1875,0,3
0011101,0100011,0.1875,2.1875,0,3
00111000,01000101,0.15625,2.25,0,3
00111001,01000100,0.125,2.21875,0,3
00111001,01000101,0.15625,2.21875,0,3
00111000,01000111,0.21875,2.25,0,3
00111001,01000110,0.1875,2.21875,0,3
00111001,01000111,0.21875,2.21875,0,3
00111010,01000101,0.15625,2.1875,0,3
00111011,01000100,0.125,2.15625,0,3
00111011,01000101,0.15625,2.15625,0,3
00111010,01000111,0.21875,2.1875,0,3
00111011,01000110,0.1875,2.15625,0,3
00111011,01000111,0.21875,2.15625,0,3
0011110,0100001,0.0625,2.125,0,3
0011111,0100000,0,2.0625,0,3
0011111,0100001,0.0625,2.0625,0,3
00111100,01000001,0.03125,2.125,0,3
00111101,01000000,0,2.09375,0,3
00111101,01000001,0.03125,2.09375,0,3
00111100,01000011,0.09375,2.125,0,3
00111101,01000010,0.0625,2.09375,0,3
00111101,01000011,0.09375,2.09375,0,3
00111110,01000001,0.03125,2.0625,0,3
00111111,01000000,0,2.03125,0,3
00111111,01000001,0.03125,2.03125,0,3
00111110,01000011,0.09375,2.0625,0,3
00111111,01000010,0.0625,2.03125,0,3
00111111,01000011,0.09375,2.03125,0,3
0011110,0100011,0.1875,2.125,0,3
0011111,0100010,0.125,2.0625,0,3
0011111,0100011,0.1875,2.0625,0,3
00111100,01000101,0.15625,2.125,0,3
00111101,01000100,0.125,2.09375,0,3
00111101,01000101,0.15625,2.09375,0,3
00111100,01000111,0.21875,2.125,0,3
00111101,01000110,0.1875,2.09375,0,3
00111101,01000111,0.21875,2.09375,0,3
00111110,01000101,0.15625,2.0625,0,3
00111111,01000100,0.125,2.03125,0,3
00111111,01000101,0.15625,2.03125,0,3
00111110,01000111,0.21875,2.0625,0,3
00111111,01000110,0.1875,2.03125,0,3
00111111,01000111,0.21875,2.03125,0,3
001110,010011,0.375,2.25,0,3
001111,010010,0.25,2.125,0,3
001111,010011,0.375,2.125,0,3
0011100,0100101,0.3125,2.25,0,3
0011101,0100100,0.25,2.1875,0,3
0011101,0100101,0.3125,2.1875,0,3
00111000,01001001,0.28125,2.25,0,3
00111001,01001000,0.25,2.21875,0,3
00111001,01001001,0.28125,2.21875,0,3
00111000,01001011,0.34375,2.25,0,3
00111001,01001010,0.3125,2.21875,0,3
00111001,01001011,0.34375,2.21875,0,3
00111010,01001001,0.28125,2.1875,0,3
00111011,01001000,0.25,2.15625,0,3
00111011,01001001,0.28125,2.15625,0,3
00111010,01001011,0.34375,2.1875,0,3
00111011,01001010,0.3125,2.15625,0,3
00111011,01001011,0.34375,2.15625,0,3
0011100,0100111,0.4375,2.25,0,3
0011101,0100110,0.375,2.1875,0,3
0011101,0100111,0.4375,2.1875,0,3
00111000,01001101,0.40625,2.25,0,3
00111001,01001100,0.375,2.21875,0,3
00111001,01001101,0.40625,2.21875,0,3
00111000,01001111,0.46875,2.25,0,3
00111001,01001110,0.4375,2.21875,0,3
00111001,01001111,0.46875,2.21875,0,3
00111010,01001101,0.40625,2.1875,0,3
00111011,01001100,0.375,2.15625,0,3
00111011,01001101,0.40625,2.15625,0,3
00111010,01001111,0.46875,2.1875,0,3
00111011,01001110,0.4375,2.15625,0,3
00111011,01001111,0.46875,2.15625,0,3
0011110,0100101,0.3125,2.125,0,3
0011111,0100100,0.25,2.0625,0,3
0011111,0100101,0.3125,2.0625,0,3
00111100,01001001,0.28125,2.125,0,3
00111101,01001000,0.25,2.09375,0,3
00111101,01001001,0.28125,2.09375,0,3
00111100,01001011,0.34375,2.125,0,3
00111101,01001010,0.3125,2.09375,0,3
00111101,01001011,0.34375,2.09375,0,3
00111110,01001001,0.28125,2.0625,0,3
00111111,01001000,0.25,2.03125,0,3
00111111,01001001,0.28125,2.03125,0,3
00111110,01001011,0.34375,2.0625,0,3
00111111,01001010,0.3125,2.03125,0,3
00111111,01001011,0.34375,2.03125,0,3
0011110,0100111,0.4375,2.125,0,3
0011111,0100110,0.375,2.0625,0,3
0011111,0100111,0.4375,2.0625,0,3
00111100,01001101,0.40625,2.125,0,3
00111101,01001100,0.375,2.09375,0,3
00111101,01001101,0.40625,2.09375,0,3
00111100,01001111,0.46875,2.125,0,3
00111101,01001110,0.4375,2.09375,0,3
00111101,01001111,0.46875,2.09375,0,3
00111110,01001101,0.40625,2.0625,0,3
00111111,01001100,0.375,2.03125,0,3
00111111,01001101,0.40625,2.03125,0,3
00111110,01001111,0.46875,2.0625,0,3
00111111,01001110,0.4375,2.03125,0,3
00111111,01001111,0.46875,2.03125,0,3
00110,01011,0.75,2.5,0,3
00111,01010,0.5,2.25,0,3
00111,01011,0.75,2.25,0,3
001100,010101,0.625,2.5,0,3
001101,010100,0.5,2.375,0,3
001101,010101,0.625,2.375,0,3
0011000,0101001,0.5625,2.5,0,3
0011001,0101000,0.5,2.4375,0,3
0011001,0101001,0.5625,2.4375,0,3
00110000,01010001,0.53125,2.5,0,3
00110001,01010000,0.5,2.46875,0,3
00110001,01010001,0.53125,2.46875,0,3
00110000,01010011,0.59375,2.5,0,3
00110001,01010010,0.5625,2.46875,0,3
00110001,01010011,0.59375,2.46875,0,3
00110010,01010001,0.53125,2.4375,0,3
00110011,01010000,0.5,2.40625,0,3
00110011,01010001,0.53125,2.40625,0,3
00110010,01010011,0.59375,2.4375,0,3
00110011,01010010,0.5625,2.40625,0,3
00110011,01010011,0.59375,2.40625,0,3
0011000,0101011,0.6875,2.5,0,3
0011001,0101010,0.625,2.4375,0,3
0011001,0101011,0.6875,2.4375,0,3
00110000,01010101,0.65625,2.5,0,3
00110001,01010100,0.625,2.46875,0,3
00110001,01010101,0.65625,2.46875,0,3
00110000,01010111,0.71875,2.5,0,3
00110001,01010110,0.6875,2.46875,0,3
00110001,01010111,0.71875,2.46875,0,3
00110010,01010101,0.65625,2.4375,0,3
00110011,01010100,0.625,2.40625,0,3
00110011,01010101,0.65625,2.40625,0,3
00110010,01010111,0.71875,2.4375,0,3
00110011,01010110,0.6875,2.40625,0,3
00110011,01010111,0.71875,2.40625,0,3
0011010,0101001,0.5625,2.375,0,3
0011011,0101000,0.5,2.3125,0,3
0011011,0101001,0.5625,2.3125,0,3
00110100,01010001,0.53125,2.375,0,3
00110101,01010000,0.5,2.34375,0,3
00110101,01010001,0.53125,2.34375,0,3
00110100,01010011,0.59375,2.375,0,3
00110101,01010010,0.5625,2.34375,0,3
00110101,01010011,0.59375,2.34375,0,3
00110110,01010001,0.53125,2.3125,0,3
00110111,01010000,0.5,2.28125,0,3
00110111,01010001,0.53125,2.28125,0,3
00110110,01010011,0.59375,2.3125,0,3
00110111,01010010,0.5625,2.28125,0,3
00110111,01010011,0.59375,2.28125,0,3
0011010,0101011,0.6875,2.375,0,3
0011011,0101010,0.625,2.3125,0,3
0011011,0101011,0.6875,2.3125,0,3
00110100,01010101,0.65625,2.375,0,3
00110101,01010100,0.625,2.34375,0,3
00110101,01010101,0.65625,2.34375,0,3
00110100,01010111,0.71875,2.375,0,3
00110101,01010110,0.6875,2.34375,0,3
00110101,01010111,0.71875,2.34375,0,3
00110110,01010101,0.65625,2.3125,0,3
00110111,01010100,0.625,2.28125,0,3
00110111,01010101,0.65625,2.28125,0,3
00110110,01010111,0.71875,2.3125,0,3
00110111,01010110,0.6875,2.28125,0,3
00110111,01010111,0.71875,2.28125,0,3
001100,010111,0.875,2.5,0,3
001101,010110,0.75,2.375,0,3
001101,010111,0.875,2.375,0,3
0011000,0101101,0.8125,2.5,0,3
0011001,0101100,0.75,2.4375,0,3
0011001,0101101,0.8125,2.4375,0,3
00110000,01011001,0.78125,2.5,0,3
00110001,01011000,0.75,2.46875,0,3
00110001,01011001,0.78125,2.46875,0,3
00110000,01011011,0.84375,2.5,0,3
00110001,01011010,0.8125,2.46875,0,3
00110001,01011011,0.84375,2.46875,0,3
00110010,01011001,0.78125,2.4375,0,3
00110011,01011000,0.75,2.40625,0,3
00110011,01011001,0.78125,2.40625,0,3
00110010,01011011,0.84375,2.4375,0,3
00110011,01011010,0.8125,2.40625,0,3
00110011,01011011,0.84375,2.40625,0,3
0011000,0101111,0.9375,2.5,0,3
0011001,0101110,0.875,2.4375,0,3
0011001,0101111,0.9375,2.4375,0,3
00110000,01011101,0.90625,2.5,0,3
00110001,01011100,0.875,2.46875,0,3
00110001,01011101,0.90625,2.46875,0,3
00110000,01011111,0.96875,2.5,0,3
00110001,01011110,0.9375,2.46875,0,3
00110001,01011111,0.96875,2.46875,0,3
00110010,01011101,0.90625,2.4375,0,3
00110011,01011100,0.875,2.40625,0,3
00110011,01011101,0.90625,2.40625,0,3
00110010,01011111,0.96875,2.4375,0,3
00110011,01011110,0.9375,2.40625,0,3
00110011,01011111,0.96875,2.40625,0,3
0011010,0101101,0.8125,2.375,0,3
0011011,0101100,0.75,2.3125,0,3
0011011,0101101,0.8125,2.3125,0,3
00110100,01011001,0.78125,2.375,0,3
00110101,01011000,0.75,2.34375,0,3
00110101,01011001,0.78125,2.34375,0,3
00110100,01011011,0.84375,2.375,0,3
00110101,01011010,0.8125,2.34375,0,3
00110101,01011011,0.84375,2.34375,0,3
00110110,01011001,0.78125,2.3125,0,3
00110111,01011000,0.75,2.28125,0,3
00110111,01011001,0.78125,2.28125,0,3
00110110,01011011,0.84375,2.3125,0,3
00110111,01011010,0.8125,2.28125,0,3
00110111,01011011,0.84375,2.28125,0,3
0011010,0101111,0.9375,2.375,0,3
0011011,0101110,0.875,2.3125,0,3
0011011,0101111,0.9375,2.3125,0,3
00110100,01011101,0.90625,2.375,0,3
00110101,01011100,0.875,2.34375,0,3
00110101,01011101,0.90625,2.34375,0,3
00110100,01011111,0.96875,2.375,0,3
00110101,01011110,0.9375,2.34375,0,3
00110101,01011111,0.96875,2.34375,0,3
00110110,01011101,0.90625,2.3125,0,3
00110111,01011100,0.875,2.28125,0,3
00110111,01011101,0.90625,2.28125,0,3
00110110,01011111,0.96875,2.3125,0,3
00110111,01011110,0.9375,2.28125,0,3
00110111,01011111,0.96875,2.28125,0,3
001110,010101,0.625,2.25,0,3
001111,010100,0.5,2.125,0,3
001111,010101,0.625,2.125,0,3
0011100,0101001,0.5625,2.25,0,3
0011101,0101000,0.5,2.1875,0,3
0011101,0101001,0.5625,2.1875,0,3
00111000,01010001,0.53125,2.25,0,3
00111001,01010000,0.5,2.21875,0,3
00111001,01010001,0.53125,2.21875,0,3
00111000,01010011,0.59375,2.25,0,3
00111001,01010010,0.5625,2.21875,0,3
00111001,01010011,0.59375,2.21875,0,3
00111010,01010001,0.53125,2.1875,0,3
00111011,01010000,0.5,2.15625,0,3
00111011,01010001,0.53125,2.15625,0,3
00111010,01010011,0.59375,2.1875,0,3
00111011,01010010,0.5625,2.15625,0,3
00111011,01010011,0.59375,2.15625,0,3
0011100,0101011,0.6875,2.25,0,3
0011101,0101010,0.625,2.1875,0,3
0011101,0101011,0.6875,2.1875,0,3
00111000,01010101,0.65625,2.25,0,3
00111001,01010100,0.625,2.21875,0,3
00111001,01010101,0.65625,2.21875,0,3
00111000,01010111,0.71875,2.25,0,3
00111001,01010110,0.6875,2.21875,0,3
00111001,01010111,0.71875,2.21875,0,3
00111010,01010101,0.65625,2.1875,0,3
00111011,01010100,0.625,2.15625,0,3
00111011,01010101,0.65625,2.15625,0,3
00111010,01010111,0.71875,2.1875,0,3
00111011,01010110,0.6875,2.15625,0,3
00111011,01010111,0.71875,2.15625,0,3
0011110,0101001,0.5625,2.125,0,3
0011111,0101000,0.5,2.0625,0,3
0011111,0101001,0.5625,2.0625,0,3
00111100,01010001,0.53125,2.125,0,3
00111101,01010000,0.5,2.09375,0,3
00111101,01010001,0.53125,2.09375,0,3
00111100,01010011,0.59375,2.125,0,3
00111101,01010010,0.5625,2.09375,0,3
00111101,01010011,0.59375,2.09375,0,3
00111110,01010001,0.53125,2.0625,0,3
00111111,01010000,0.5,2.03125,0,3
00111111,01010001,0.53125,2.03125,0,3
00111110,01010011,0.59375,2.0625,0,3
00111111,01010010,0.5625,2.03125,0,3
00111111,01010011,0.59375,2.03125,0,3
0011110,0101011,0.6875,2.125,0,3
0011111,0101010,0.625,2.0625,0,3
0011111,0101011,0.6875,2.0625,0,3
00111100,01010101,0.65625,2.125,0,3
00111101,01010100,0.625,2.09375,0,3
00111101,01010101,0.65625,2.09375,0,3
00111100,01010111,0.71875,2.125,0,3
00111101,01010110,0.6875,2.09375,0,3
00111101,01010111,0.71875,2.09375,0,3
00111110,01010101,0.65625,2.0625,0,3
00111111,01010100,0.625,2.03125,0,3
00111111,01010101,0.65625,2.03125,0,3
00111110,01010111,0.71875,2.0625,0,3
00111111,01010110,0.6875,2.03125,0,3
00111111,01010111,0.71875,2.03125,0,3
001110,010111,0.875,2.25,0,3
001111,010110,0.75,2.125,0,3
001111,010111,0.875,2.125,0,3
0011100,0101101,0.8125,2.25,0,3
0011101,0101100,0.75,2.1875,0,3
0011101,0101101,0.8125,2.1875,0,3
00111000,01011001,0.78125,2.25,0,3
00111001,01011000,0.75,2.21875,0,3
00111001,01011001,0.78125,2.21875,0,3
00111000,01011011,0.84375,2.25,0,3
00111001,01011010,0.8125,2.21875,0,3
00111001,01011011,0.84375,2.21875,0,3
00111010,01011001,0.78125,2.1875,0,3
00111011,01011000,0.75,2.15625,0,3
00111011,01011001,0.78125,2.15625,0,3
00111010,01011011,0.84375,2.1875,0,3
00111011,01011010,0.8125,2.15625,0,3
00111011,01011011,0.84375,2.15625,0,3
0011100,0101111,0.9375,2.25,0,3
0011101,0101110,0.875,2.1875,0,3
0011101,0101111,0.9375,2.1875,0,3
00111000,01011101,0.90625,2.25,0,3
00111001,01011100,0.875,2.21875,0,3
00111001,01011101,0.90625,2.21875,0,3
00111000,01011111,0.96875,2.25,0,3
00111001,01011110,0.9375,2.21875,0,3
00111001,01011111,0.96875,2.21875,0,3
00111010,01011101,0.90625,2.1875,0,3
00111011,01011100,0.875,2.15625,0,3
00111011,01011101,0.90625,2.15625,0,3
00111010,01011111,0.96875,2.1875,0,3
00111011,01011110,0.9375,2.15625,0,3
00111011,01011111,0.96875,2.15625,0,3
0011110,0101101,0.8125,2.125,0,3
0011111,0101100,0.75,2.0625,0,3
0011111,0101101,0.8125,2.0625,0,3
00111100,01011001,0.78125,2.125,0,3
00111101,01011000,0.75,2.09375,0,3
00111101,01011001,0.78125,2.09375,0,3
00111100,01011011,0.84375,2.125,0,3
00111101,01011010,0.8125,2.09375,0,3
00111101,01011011,0.84375,2.09375,0,3
00111110,01011001,0.78125,2.0625,0,3
00111111,01011000,0.75,2.03125,0,3
00111111,01011001,0.78125,2.03125,0,3
00111110,01011011,0.84375,2.0625,0,3
00111111,01011010,0.8125,2.03125,0,3
00111111,01011011,0.84375,2.03125,0,3
0011110,0101111,0.9375,2.125,0,3
0011111,0101110,0.875,2.0625,0,3
0011111,0101111,0.9375,2.0625,0,3
00111100,01011101,0.90625,2.125,0,3
