code,x,y,pattern,iteration
00111000,00001111,-1.53125,2.25,0,3
00111001,00001110,-1.5625,2.21875,0,3
00111001,00001111,-1.53125,2.21875,0,3
00111010,00001101,-1.59375,2.1875,0,3
00111011,00001100,-1.625,2.15625,0,3
00111011,00001101,-1.59375,2.15625,0,3
00111010,00001111,-1.53125,2.1875,0,3
00111011,00001110,-1.5625,2.15625,0,3
00111011,00001111,-1.53125,2.15625,0,3
0011110,0000101,-1.6875,2.125,0,3
0011111,0000100,-1.75,2.0625,0,3
0011111,0000101,-1.6875,2.0625,0,3
00111100,00001001,-1.71875,2.125,0,3
00111101,00001000,-1.75,2.09375,0,3
00111101,00001001,-1.71875,2.09375,0,3
00111100,00001011,-1.65625,2.125,0,3
00111101,00001010,-1.6875,2.09375,0,3
00111101,00001011,-1.65625,2.09375,0,3
00111110,00001001,-1.71875,2.0625,0,3
00111111,00001000,-1.75,2.03125,0,3
00111111,00001001,-1.71875,2.03125,0,3
00111110,00001011,-1.65625,2.0625,0,3
00111111,00001010,-1.6875,2.03125,0,3
00111111,00001011,-1.65625,2.03125,0,3
0011110,0000111,-1.5625,2.125,0,3
0011111,0000110,-1.625,2.0625,0,3
0011111,0000111,-1.5625,2.0625,0,3
00111100,00001101,-1.59375,2.125,0,3
00111101,00001100,-1.625,2.09375,0,3
00111101,00001101,-1.59375,2.09375,0,3
00111100,00001111,-1.53125,2.125,0,3
00111101,00001110,-1.5625,2.09375,0,3
00111101,00001111,-1.53125,2.09375,0,3
00111110,00001101,-1.59375,2.0625,0,3
00111111,00001100,-1.625,2.03125,0,3
00111111,00001101,-1.59375,2.03125,0,3
00111110,00001111,-1.53125,2.0625,0,3
00111111,00001110,-1.5625,2.03125,0,3
00111111,00001111,-1.53125,2.03125,0,3
00110,00011,-1.25,2.5,0,3
00111,00010,-1.5,2.25,0,3
00111,00011,-1.25,2.25,0,3
001100,000101,-1.375,2.5,0,3
001101,000100,-1.5,2.375,0,3
001101,000101,-1.375,2.375,0,3
0011000,0001001,-1.4375,2.5,0,3
0011001,0001000,-1.5,2.4375,0,3
0011001,0001001,-1.4375,2.4375,0,3
00110000,00010001,-1.46875,2.5,0,3
00110001,00010000,-1.5,2.46875,0,3
00110001,00010001,-1.46875,2.46875,0,3
00110000,00010011,-1.40625,2.5,0,3
00110001,00010010,-1.4375,2.46875,0,3
00110001,00010011,-1.40625,2.46875,0,3
00110010,00010001,-1.46875,2.4375,0,3
00110011,00010000,-1.5,2.40625,0,3
00110011,00010001,-1.46875,2.40625,0,3
00110010,00010011,-1.40625,2.4375,0,3
00110011,00010010,-1.4375,2.40625,0,3
00110011,00010011,-1.40625,2.40625,0,3
0011000,0001011,-1.3125,2.5,0,3
0011001,0001010,-1.375,2.4375,0,3
0011001,0001011,-1.3125,2.4375,0,3
00110000,00010101,-1.34375,2.5,0,3
00110001,00010100,-1.375,2.46875,0,3
00110001,00010101,-1.34375,2.46875,0,3
00110000,00010111,-1.28125,2.5,0,3
00110001,00010110,-1.3125,2.46875,0,3
00110001,00010111,-1.28125,2.46875,0,3
00110010,00010101,-1.34375,2.4375,0,3
00110011,00010100,-1.375,2.40625,0,3
00110011,00010101,-1.34375,2.40625,0,3
00110010,00010111,-1.28125,2.4375,0,3
00110011,00010110,-1.3125,2.40625,0,3
00110011,00010111,-1.28125,2.40625,0,3
0011010,0001001,-1.4375,2.375,0,3
0011011,0001000,-1.5,2.3125,0,3
0011011,0001001,-1.4375,2.3125,0,3
00110100,00010001,-1.46875,2.375,0,3
00110101,00010000,-1.5,2.34375,0,3
00110101,00010001,-1.46875,2.34375,0,3
00110100,00010011,-1.40625,2.375,0,3
00110101,00010010,-1.4375,2.34375,0,3
00110101,00010011,-1.40625,2.34375,0,3
00110110,00010001,-1.46875,2.3125,0,3
00110111,00010000,-1.5,2.28125,0,3
00110111,00010001,-1.46875,2.28125,0,3
00110110,00010011,-1.40625,2.3125,0,3
00110111,00010010,-1.4375,2.28125,0,3
00110111,00010011,-1.40625,2.28125,0,3
0011010,0001011,-1.3125,2.375,0,3
0011011,0001010,-1.375,2.3125,0,3
0011011,0001011,-1.3125,2.3125,0,3
00110100,00010101,-1.34375,2.375,0,3
00110101,00010100,-1.375,2.34375,0,3
00110101,00010101,-1.34375,2.34375,0,3
00110100,00010111,-1.28125,2.375,0,3
00110101,00010110,-1.3125,2.34375,0,3
00110101,00010111,-1.28125,2.34375,0,3
00110110,00010101,-1.34375,2.3125,0,3
00110111,00010100,-1.375,2.28125,0,3
00110111,00010101,-1.34375,2.28125,0,3
00110110,00010111,-1.28125,2.3125,0,3
00110111,00010110,-1.3125,2.28125,0,3
00110111,00010111,-1.28125,2.28125,0,3
001100,000111,-1.125,2.5,0,3
001101,000110,-1.25,2.375,0,3
001101,000111,-1.125,2.375,0,3
0011000,0001101,-1.1875,2.5,0,3
0011001,0001100,-1.25,2.4375,0,3
0011001,0001101,-1.1875,2.4375,0,3
00110000,00011001,-1.21875,2.5,0,3
00110001,00011000,-1.25,2.46875,0,3
00110001,00011001,-1.21875,2.46875,0,3
00110000,00011011,-1.15625,2.5,0,3
00110001,00011010,-1.1875,2.46875,0,3
00110001,00011011,-1.15625,2.46875,0,3
00110010,00011001,-1.21875,2.4375,0,3
00110011,00011000,-1.25,2.40625,0,3
00110011,00011001,-1.21875,2.40625,0,3
00110010,00011011,-1.15625,2.4375,0,3
00110011,00011010,-1.1875,2.40625,0,3
00110011,00011011,-1.15625,2.40625,0,3
0011000,0001111,-1.0625,2.5,0,3
0011001,0001110,-1.125,2.4375,0,3
0011001,0001111,-1.0625,2.4375,0,3
00110000,00011101,-1.09375,2.5,0,3
00110001,00011100,-1.125,2.46875,0,3
00110001,00011101,-1.09375,2.46875,0,3
00110000,00011111,-1.03125,2.5,0,3
00110001,00011110,-1.0625,2.46875,0,3
00110001,00011111,-1.03125,2.46875,0,3
00110010,00011101,-1.09375,2.4375,0,3
00110011,00011100,-1.125,2.40625,0,3
00110011,00011101,-1.09375,2.40625,0,3
00110010,00011111,-1.03125,2.4375,0,3
00110011,00011110,-1.0625,2.40625,0,3
00110011,00011111,-1.03125,2.40625,0,3
0011010,0001101,-1.1875,2.375,0,3
0011011,0001100,-1.25,2.3125,0,3
0011011,0001101,-1.1875,2.3125,0,3
00110100,00011001,-1.21875,2.375,0,3
00110101,00011000,-1.25,2.34375,0,3
00110101,00011001,-1.21875,2.34375,0,3
00110100,00011011,-1.15625,2.375,0,3
00110101,00011010,-1.1875,2.34375,0,3
00110101,00011011,-1.15625,2.34375,0,3
00110110,00011001,-1.21875,2.3125,0,3
00110111,00011000,-1.25,2.28125,0,3
00110111,00011001,-1.21875,2.28125,0,3
00110110,00011011,-1.15625,2.3125,0,3
00110111,00011010,-1.1875,2.28125,0,3
00110111,00011011,-1.15625,2.28125,0,3
0011010,0001111,-1.0625,2.375,0,3
0011011,0001110,-1.125,2.3125,0,3
0011011,0001111,-1.0625,2.3125,0,3
00110100,00011101,-1.09375,2.375,0,3
00110101,00011100,-1.125,2.34375,0,3
00110101,00011101,-1.09375,2.34375,0,3
00110100,00011111,-1.03125,2.375,0,3
00110101,00011110,-1.0625,2.34375,0,3
00110101,00011111,-1.03125,2.34375,0,3
00110110,00011101,-1.09375,2.3125,0,3
00110111,00011100,-1.125,2.28125,0,3
00110111,00011101,-1.09375,2.28125,0,3
00110110,00011111,-1.03125,2.3125,0,3
00110111,00011110,-1.0625,2.28125,0,3
00110111,00011111,-1.03125,2.28125,0,3
001110,000101,-1.375,2.25,0,3
001111,000100,-1.5,2.125,0,3
001111,000101,-1.375,2.125,0,3
0011100,0001001,-1.4375,2.25,0,3
0011101,0001000,-1.5,2.1875,0,3
0011101,0001001,-1.4375,2.1875,0,3
00111000,00010001,-1.46875,2.25,0,3
00111001,00010000,-1.5,2.21875,0,3
00111001,00010001,-1.46875,2.21875,0,3
00111000,00010011,-1.40625,2.25,0,3
00111001,00010010,-1.4375,2.21875,0,3
00111001,00010011,-1.40625,2.21875,0,3
00111010,00010001,-1.46875,2.1875,0,3
00111011,00010000,-1.5,2.15625,0,3
00111011,00010001,-1.46875,2.15625,0,3
00111010,00010011,-1.40625,2.1875,0,3
00111011,00010010,-1.4375,2.15625,0,3
00111011,00010011,-1.40625,2.15625,0,3
0011100,0001011,-1.3125,2.25,0,3
0011101,0001010,-1.375,2.1875,0,3
0011101,0001011,-1.3125,2.1875,0,3
00111000,00010101,-1.34375,2.25,0,3
00111001,00010100,-1.375,2.21875,0,3
00111001,00010101,-1.34375,2.21875,0,3
00111000,00010111,-1.28125,2.25,0,3
00111001,00010110,-1.3125,2.21875,0,3
00111001,00010111,-1.28125,2.21875,0,3
00111010,00010101,-1.34375,2.1875,0,3
00111011,00010100,-1.375,2.15625,0,3
00111011,00010101,-1.34375,2.15625,0,3
00111010,00010111,-1.28125,2.1875,0,3
00111011,00010110,-1.3125,2.15625,0,3
00111011,00010111,-1.28125,2.15625,0,3
0011110,0001001,-1.4375,2.125,0,3
0011111,0001000,-1.5,2.0625,0,3
0011111,0001001,-1.4375,2.0625,0,3
00111100,00010001,-1.46875,2.125,0,3
00111101,00010000,-1.5,2.09375,0,3
00111101,00010001,-1.46875,2.09375,0,3
00111100,00010011,-1.40625,2.125,0,3
00111101,00010010,-1.4375,2.09375,0,3
00111101,00010011,-1.40625,2.09375,0,3
00111110,00010001,-1.46875,2.0625,0,3
00111111,00010000,-1.5,2.03125,0,3
00111111,00010001,-1.46875,2.03125,0,3
00111110,00010011,-1.40625,2.0625,0,3
00111111,00010010,-1.4375,2.03125,0,3
00111111,00010011,-1.40625,2.03125,0,3
0011110,0001011,-1.3125,2.125,0,3
0011111,0001010,-1.375,2.0625,0,3
0011111,0001011,-1.3125,2.0625,0,3
00111100,00010101,-1.34375,2.125,0,3
00111101,00010100,-1.375,2.09375,0,3
00111101,00010101,-1.34375,2.09375,0,3
00111100,00010111,-1.28125,2.125,0,3
00111101,00010110,-1.3125,2.09375,0,3
00111101,00010111,-1.28125,2.09375,0,3
00111110,00010101,-1.34375,2.0625,0,3
00111111,00010100,-1.375,2.03125,0,3
00111111,00010101,-1.34375,2.03125,0,3
00111110,00010111,-1.28125,2.0625,0,3
00111111,00010110,-1.3125,2.03125,0,3
00111111,00010111,-1.28125,2.03125,0,3
001110,000111,-1.125,2.25,0,3
001111,000110,-1.25,2.125,0,3
001111,000111,-1.125,2.125,0,3
0011100,0001101,-1.1875,2.25,0,3
0011101,0001100,-1.25,2.1875,0,3
0011101,0001101,-1.1875,2.1875,0,3
00111000,00011001,-1.21875,2.25,0,3
00111001,00011000,-1.25,2.21875,0,3
00111001,00011001,-1.21875,2.21875,0,3
00111000,00011011,-1.15625,2.25,0,3
00111001,00011010,-1.1875,2.21875,0,3
00111001,00011011,-1.15625,2.21875,0,3
00111010,00011001,-1.21875,2.1875,0,3
00111011,00011000,-1.25,2.15625,0,3
00111011,00011001,-1.21875,2.15625,0,3
00111010,00011011,-1.15625,2.1875,0,3
00111011,00011010,-1.1875,2.15625,0,3
00111011,00011011,-1.15625,2.15625,0,3
0011100,0001111,-1.0625,2.25,0,3
0011101,0001110,-1.125,2.1875,0,3
0011101,0001111,-1.0625,2.1875,0,3
00111000,00011101,-1.09375,2.25,0,3
00111001,00011100,-1.125,2.21875,0,3
00111001,00011101,-1.09375,2.21875,0,3
00111000,00011111,-1.03125,2.25,0,3
00111001,00011110,-1.0625,2.21875,0,3
00111001,00011111,-1.03125,2.21875,0,3
00111010,00011101,-1.09375,2.1875,0,3
00111011,00011100,-1.125,2.15625,0,3
00111011,00011101,-1.09375,2.15625,0,3
00111010,00011111,-1.03125,2.1875,0,3
00111011,00011110,-1.0625,2.15625,0,3
00111011,00011111,-1.03125,2.15625,0,3
0011110,0001101,-1.1875,2.125,0,3
0011111,0001100,-1.25,2.0625,0,3
0011111,0001101,-1.1875,2.0625,0,3
00111100,00011001,-1.21875,2.125,0,3
00111101,00011000,-1.25,2.09375,0,3
00111101,00011001,-1.21875,2.09375,0,3
00111100,00011011,-1.15625,2.125,0,3
00111101,00011010,-1.1875,2.09375,0,3
00111101,00011011,-1.15625,2.09375,0,3
00111110,00011001,-1.21875,2.0625,0,3
00111111,00011000,-1.25,2.03125,0,3
00111111,00011001,-1.21875,2.03125,0,3
00111110,00011011,-1.15625,2.0625,0,3
00111111,00011010,-1.1875,2.03125,0,3
00111111,00011011,-1.15625,2.03125,0,3
0011110,0001111,-1.0625,2.125,0,3
0011111,0001110,-1.125,2.0625,0,3
0011111,0001111,-1.0625,2.0625,0,3
00111100,00011101,-1.09375,2.125,0,3
00111101,00011100,-1.125,2.09375,0,3
00111101,00011101,-1.09375,2.09375,0,3
00111100,00011111,-1.03125,2.125,0,3
00111101,00011110,-1.0625,2.09375,0,3
00111101,00011111,-1.03125,2.09375,0,3
00111110,00011101,-1.09375,2.0625,0,3
00111111,00011100,-1.125,2.03125,0,3
00111111,00011101,-1.09375,2.03125,0,3
00111110,00011111,-1.03125,2.0625,0,3
00111111,00011110,-1.0625,2.03125,0,3
00111111,00011111,-1.03125,2.03125,0,3
0010,0011,-0.5,3,0,3
0011,0010,-1,2.5,0,3
0011,0011,-0.5,2.5,0,3
00100,00101,-0.75,3,0,3
00101,00100,-1,2.75,0,3
00101,00101,-0.75,2.75,0,3
001000,001001,-0.875,3,0,3
001001,001000,-1,2.875,0,3
001001,001001,-0.875,2.875,0,3
0010000,0010001,-0.9375,3,0,3
0010001,0010000,-1,2.9375,0,3
0010001,0010001,-0.9375,2.9375,0,3
00100000,00100001,-0.96875,3,0,3
00100001,00100000,-1,2.96875,0,3
00100001,00100001,-0.96875,2.96875,0,3
00100000,00100011,-0.90625,3,0,3
00100001,00100010,-0.9375,2.96875,0,3
00100001,00100011,-0.90625,2.96875,0,3
00100010,00100001,-0.96875,2.9375,0,3
00100011,00100000,-1,2.90625,0,3
00100011,00100001,-0.96875,2.90625,0,3
00100010,00100011,-0.90625,2.9375,0,3
00100011,00100010,-0.9375,2.90625,0,3
00100011,00100011,-0.90625,2.90625,0,3
0010000,0010011,-0.8125,3,0,3
0010001,0010010,-0.875,2.9375,0,3
0010001,0010011,-0.8125,2.9375,0,3
00100000,00100101,-0.84375,3,0,3
00100001,00100100,-0.875,2.96875,0,3
00100001,00100101,-0.84375,2.96875,0,3
00100000,00100111,-0.78125,3,0,3
00100001,00100110,-0.8125,2.96875,0,3
00100001,00100111,-0.78125,2.96875,0,3
00100010,00100101,-0.84375,2.9375,0,3
00100011,00100100,-0.875,2.90625,0,3
00100011,00100101,-0.84375,2.90625,0,3
00100010,00100111,-0.78125,2.9375,0,3
00100011,00100110,-0.8125,2.90625,0,3
00100011,00100111,-0.78125,2.90625,0,3
0010010,0010001,-0.9375,2.875,0,3
0010011,0010000,-1,2.8125,0,3
0010011,0010001,-0.9375,2.8125,0,3
00100100,00100001,-0.96875,2.875,0,3
00100101,00100000,-1,2.84375,0,3
00100101,00100001,-0.96875,2.84375,0,3
00100100,00100011,-0.90625,2.875,0,3
00100101,00100010,-0.9375,2.84375,0,3
00100101,00100011,-0.90625,2.84375,0,3
00100110,00100001,-0.96875,2.8125,0,3
00100111,00100000,-1,2.78125,0,3
00100111,00100001,-0.96875,2.78125,0,3
00100110,00100011,-0.90625,2.8125,0,3
00100111,00100010,-0.9375,2.78125,0,3
00100111,00100011,-0.90625,2.78125,0,3
0010010,0010011,-0.8125,2.875,0,3
0010011,0010010,-0.875,2.8125,0,3
0010011,0010011,-0.8125,2.8125,0,3
00100100,00100101,-0.84375,2.875,0,3
00100101,00100100,-0.875,2.84375,0,3
00100101,00100101,-0.84375,2.84375,0,3
00100100,00100111,-0.78125,2.875,0,3
00100101,00100110,-0.8125,2.84375,0,3
00100101,00100111,-0.78125,2.84375,0,3
00100110,00100101,-0.84375,2.8125,0,3
00100111,00100100,-0.875,2.78125,0,3
00100111,00100101,-0.84375,2.78125,0,3
00100110,00100111,-0.78125,2.8125,0,3
00100111,00100110,-0.8125,2.78125,0,3
00100111,00100111,-0.78125,2.78125,0,3
001000,001011,-0.625,3,0,3
001001,001010,-0.75,2.875,0,3
001001,001011,-0.625,2.875,0,3
0010000,0010101,-0.6875,3,0,3
0010001,0010100,-0.75,2.9375,0,3
0010001,0010101,-0.6875,2.9375,0,3
00100000,00101001,-0.71875,3,0,3
00100001,00101000,-0.75,2.96875,0,3
00100001,00101001,-0.71875,2.96875,0,3
00100000,00101011,-0.65625,3,0,3
00100001,00101010,-0.6875,2.96875,0,3
00100001,00101011,-0.65625,2.96875,0,3
00100010,00101001,-0.71875,2.9375,0,3
00100011,00101000,-0.75,2.90625,0,3
00100011,00101001,-0.71875,2.90625,0,3
00100010,00101011,-0.65625,2.9375,0,3
00100011,00101010,-0.6875,2.90625,0,3
00100011,00101011,-0.65625,2.90625,0,3
0010000,0010111,-0.5625,3,0,3
0010001,0010110,-0.625,2.9375,0,3
0010001,0010111,-0.5625,2.9375,0,3
00100000,00101101,-0.59375,3,0,3
00100001,00101100,-0.625,2.96875,0,3
00100001,00101101,-0.59375,2.96875,0,3
00100000,00101111,-0.53125,3,0,3
00100001,00101110,-0.5625,2.96875,0,3
00100001,00101111,-0.53125,2.96875,0,3
00100010,00101101,-0.59375,2.9375,0,3
00100011,00101100,-0.625,2.90625,0,3
00100011,00101101,-0.59375,2.90625,0,3
00100010,00101111,-0.53125,2.9375,0,3
00100011,00101110,-0.5625,2.90625,0,3
00100011,00101111,-0.53125,2.90625,0,3
0010010,0010101,-0.6875,2.875,0,3
0010011,0010100,-0.75,2.8125,0,3
0010011,0010101,-0.6875,2.8125,0,3
00100100,00101001,-0.71875,2.875,0,3
00100101,00101000,-0.75,2.84375,0,3
00100101,00101001,-0.71875,2.84375,0,3
00100100,00101011,-0.65625,2.875,0,3
00100101,00101010,-0.6875,2.84375,0,3
00100101,00101011,-0.65625,2.84375,0,3
00100110,00101001,-0.71875,2.8125,0,3
00100111,00101000,-0.75,2.78125,0,3
00100111,00101001,-0.71875,2.78125,0,3
00100110,00101011,-0.65625,2.8125,0,3
00100111,00101010,-0.6875,2.78125,0,3
00100111,00101011,-0.65625,2.78125,0,3
0010010,0010111,-0.5625,2.875,0,3
0010011,0010110,-0.625,2.8125,0,3
0010011,0010111,-0.5625,2.8125,0,3
00100100,00101101,-0.59375,2.875,0,3
00100101,00101100,-0.625,2.84375,0,3
00100101,00101101,-0.59375,2.84375,0,3
00100100,00101111,-0.53125,2.875,0,3
00100101,00101110,-0.5625,2.84375,0,3
00100101,00101111,-0.53125,2.84375,0,3
00100110,00101101,-0.59375,2.8125,0,3
00100111,00101100,-0.625,2.78125,0,3
00100111,00101101,-0.59375,2.78125,0,3
00100110,00101111,-0.53125,2.8125,0,3
00100111,00101110,-0.5625,2.78125,0,3
00100111,00101111,-0.53125,2.78125,0,3
001010,001001,-0.875,2.75,0,3
001011,001000,-1,2.625,0,3
001011,001001,-0.875,2.625,0,3
0010100,0010001,-0.9375,2.75,0,3
0010101,0010000,-1,2.6875,0,3
0010101,0010001,-0.9375,2.6875,0,3
00101000,00100001,-0.96875,2.75,0,3
00101001,00100000,-1,2.71875,0,3
00101001,00100001,-0.96875,2.71875,0,3
00101000,00100011,-0.90625,2.75,0,3
00101001,00100010,-0.9375,2.71875,0,3
00101001,00100011,-0.90625,2.71875,0,3
00101010,00100001,-0.96875,2.6875,0,3
00101011,00100000,-1,2.65625,0,3
00101011,00100001,-0.96875,2.65625,0,3
00101010,00100011,-0.90625,2.6875,0,3
00101011,00100010,-0.9375,2.65625,0,3
00101011,00100011,-0.90625,2.65625,0,3
0010100,0010011,-0.8125,2.75,0,3
0010101,0010010,-0.875,2.6875,0,3
0010101,0010011,-0.8125,2.6875,0,3
00101000,00100101,-0.84375,2.75,0,3
00101001,00100100,-0.875,2.71875,0,3
00101001,00100101,-0.84375,2.71875,0,3
00101000,00100111,-0.78125,2.75,0,3
00101001,00100110,-0.8125,2.71875,0,3
00101001,00100111,-0.78125,2.71875,0,3
00101010,00100101,-0.84375,2.6875,0,3
00101011,00100100,-0.875,2.65625,0,3
00101011,00100101,-0.84375,2.65625,0,3
00101010,00100111,-0.78125,2.6875,0,3
00101011,00100110,-0.8125,2.65625,0,3
00101011,00100111,-0.78125,2.65625,0,3
0010110,0010001,-0.9375,2.625,0,3
0010111,0010000,-1,2.5625,0,3
0010111,0010001,-0.9375,2.5625,0,3
00101100,00100001,-0.96875,2.625,0,3
00101101,00100000,-1,2.59375,0,3
00101101,00100001,-0.96875,2.59375,0,3
00101100,00100011,-0.90625,2.625,0,3
00101101,00100010,-0.9375,2.59375,0,3
00101101,00100011,-0.90625,2.59375,0,3
00101110,00100001,-0.96875,2.5625,0,3
00101111,00100000,-1,2.53125,0,3
00101111,00100001,-0.96875,2.53125,0,3
00101110,00100011,-0.90625,2.5625,0,3
00101111,00100010,-0.9375,2.53125,0,3
00101111,00100011,-0.90625,2.53125,0,3
0010110,0010011,-0.8125,2.625,0,3
0010111,0010010,-0.875,2.5625,0,3
0010111,0010011,-0.8125,2.5625,0,3
00101100,00100101,-0.84375,2.625,0,3
00101101,00100100,-0.875,2.59375,0,3
00101101,00100101,-0.84375,2.59375,0,3
00101100,00100111,-0.78125,2.625,0,3
00101101,00100110,-0.8125,2.59375,0,3
00101101,00100111,-0.78125,2.59375,0,3
00101110,00100101,-0.84375,2.5625,0,3
00101111,00100100,-0.875,2.53125,0,3
00101111,00100101,-0.84375,2.53125,0,3
00101110,00100111,-0.78125,2.5625,0,3
00101111,00100110,-0.8125,2.53125,0,3
00101111,00100111,-0.78125,2.53125,0,3
001010,001011,-0.625,2.75,0,3
001011,001010,-0.75,2.625,0,3
001011,001011,-0.625,2.625,0,3
0010100,0010101,-0.6875,2.75,0,3
0010101,0010100,-0.75,2.6875,0,3
0010101,0010101,-0.6875,2.6875,0,3
00101000,00101001,-0.71875,2.75,0,3
00101001,00101000,-0.75,2.71875,0,3
00101001,00101001,-0.71875,2.71875,0,3
00101000,00101011,-0.65625,2.75,0,3
00101001,00101010,-0.6875,2.71875,0,3
00101001,00101011,-0.65625,2.71875,0,3
00101010,00101001,-0.71875,2.6875,0,3
00101011,00101000,-0.75,2.65625,0,3
00101011,00101001,-0.71875,2.65625,0,3
00101010,00101011,-0.65625,2.6875,0,3
00101011,00101010,-0.6875,2.65625,0,3
00101011,00101011,-0.65625,2.65625,0,3
0010100,0010111,-0.5625,2.75,0,3
0010101,0010110,-0.625,2.6875,0,3
0010101,0010111,-0.5625,2.6875,0,3
00101000,00101101,-0.59375,2.75,0,3
00101001,00101100,-0.625,2.71875,0,3
00101001,00101101,-0.59375,2.71875,0,3
00101000,00101111,-0.53125,2.75,0,3
00101001,00101110,-0.5625,2.71875,0,3
00101001,00101111,-0.53125,2.71875,0,3
00101010,00101101,-0.59375,2.6875,0,3
00101011,00101100,-0.625,2.65625,0,3
00101011,00101101,-0.59375,2.65625,0,3
00101010,00101111,-0.53125,2.6875,0,3
00101011,00101110,-0.5625,2.65625,0,3
00101011,00101111,-0.53125,2.65625,0,3
0010110,0010101,-0.6875,2.625,0,3
0010111,0010100,-0.75,2.5625,0,3
0010111,0010101,-0.6875,2.5625,0,3
00101100,00101001,-0.71875,2.625,0,3
00101101,00101000,-0.75,2.59375,0,3
00101101,00101001,-0.71875,2.59375,0,3
00101100,00101011,-0.65625,2.625,0,3
00101101,00101010,-0.6875,2.59375,0,3
00101101,00101011,-0.65625,2.59375,0,3
00101110,00101001,-0.71875,2.5625,0,3
00101111,00101000,-0.75,2.53125,0,3
00101111,00101001,-0.71875,2.53125,0,3
00101110,00101011,-0.65625,2.5625,0,3
00101111,00101010,-0.6875,2.53125,0,3
00101111,00101011,-0.65625,2.53125,0,3
0010110,0010111,-0.5625,2.625,0,3
0010111,0010110,-0.625,2.5625,0,3
0010111,0010111,-0.5625,2.5625,0,3
00101100,00101101,-0.59375,2.625,0,3
00101101,00101100,-0.625,2.59375,0,3
00101101,00101101,-0.59375,2.59375,0,3
00101100,00101111,-0.53125,2.625,0,3
00101101,00101110,-0.5625,2.59375,0,3
00101101,00101111,-0.53125,2.59375,0,3
00101110,00101101,-0.59375,2.5625,0,3
00101111,00101100,-0.625,2.53125,0,3
00101111,00101101,-0.59375,2.53125,0,3
00101110,00101111,-0.53125,2.5625,0,3
00101111,00101110,-0.5625,2.53125,0,3
00101111,00101111,-0.53125,2.53125,0,3
00100,00111,-0.25,3,0,3
00101,00110,-0.5,2.75,0,3
00101,00111,-0.25,2.75,0,3
001000,001101,-0.375,3,0,3
001001,001100,-0.5,2.875,0,3
001001,001101,-0.375,2.875,0,3
0010000,0011001,-0.4375,3,0,3
0010001,0011000,-0.5,2.9375,0,3
0010001,0011001,-0.4375,2.9375,0,3
00100000,00110001,-0.46875,3,0,3
00100001,00110000,-0.5,2.96875,0,3
00100001,00110001,-0.46875,2.96875,0,3
00100000,00110011,-0.40625,3,0,3
00100001,00110010,-0.4375,2.96875,0,3
00100001,00110011,-0.40625,2.96875,0,3
00100010,00110001,-0.46875,2.9375,0,3
00100011,00110000,-0.5,2.90625,0,3
00100011,00110001,-0.46875,2.90625,0,3
00100010,00110011,-0.40625,2.9375,0,3
00100011,00110010,-0.4375,2.90625,0,3
00100011,00110011,-0.40625,2.90625,0,3
0010000,0011011,-0.3125,3,0,3
0010001,0011010,-0.375,2.9375,0,3
0010001,0011011,-0.3125,2.9375,0,3
00100000,00110101,-0.34375,3,0,3
00100001,00110100,-0.375,2.96875,0,3
00100001,00110101,-0.34375,2.96875,0,3
00100000,00110111,-0.28125,3,0,3
00100001,00110110,-0.3125,2.96875,0,3
00100001,00110111,-0.28125,2.96875,0,3
00100010,00110101,-0.34375,2.9375,0,3
00100011,00110100,-0.375,2.90625,0,3
00100011,00110101,-0.34375,2.90625,0,3
00100010,00110111,-0.28125,2.9375,0,3
00100011,00110110,-0.3125,2.90625,0,3
00100011,00110111,-0.28125,2.90625,0,3
0010010,0011001,-0.4375,2.875,0,3
0010011,0011000,-0.5,2.8125,0,3
0010011,0011001,-0.4375,2.8125,0,3
00100100,00110001,-0.46875,2.875,0,3
00100101,00110000,-0.5,2.84375,0,3
00100101,00110001,-0.46875,2.84375,0,3
00100100,00110011,-0.40625,2.875,0,3
00100101,00110010,-0.4375,2.84375,0,3
00100101,00110011,-0.40625,2.84375,0,3
00100110,00110001,-0.46875,2.8125,0,3
00100111,00110000,-0.5,2.78125,0,3
00100111,00110001,-0.46875,2.78125,0,3
00100110,00110011,-0.40625,2.8125,0,3
00100111,00110010,-0.4375,2.78125,0,3
00100111,00110011,-0.40625,2.78125,0,3
0010010,0011011,-0.3125,2.875,0,3
0010011,0011010,-0.375,2.8125,0,3
0010011,0011011,-0.3125,2.8125,0,3
00100100,00110101,-0.34375,2.875,0,3
00100101,00110100,-0.375,2.84375,0,3
00100101,00110101,-0.34375,2.84375,0,3
00100100,00110111,-0.28125,2.875,0,3
00100101,00110110,-0.3125,2.84375,0,3
00100101,00110111,-0.28125,2.84375,0,3
00100110,00110101,-0.34375,2.8125,0,3
00100111,00110100,-0.375,2.78125,0,3
00100111,00110101,-0.34375,2.78125,0,3
00100110,00110111,-0.28125,2.8125,0,3
00100111,00110110,-0.3125,2.78125,0,3
00100111,00110111,-0.28125,2.78125,0,3
001000,001111,-0.125,3,0,3
001001,001110,-0.25,2.875,0,3
001001,001111,-0.125,2.875,0,3
0010000,0011101,-0.1875,3,0,3
0010001,0011100,-0.25,2.9375,0,3
0010001,0011101,-0.1875,2.9375,0,3
00100000,00111001,-0.21875,3,0,3
00100001,00111000,-0.25,2.96875,0,3
00100001,00111001,-0.21875,2.96875,0,3
00100000,00111011,-0.15625,3,0,3
00100001,00111010,-0.1875,2.96875,0,3
