0,12
0,12
0,12
0,12
0,13
0,13
0,13
0,13
0,13
0,13
0,14
0,14
0,16
0,28
13,784
0,28
0,26
0,27
0,179
0,115
56,18238
23,5165
11,3039
11,2179
11,1725
10,1456
10,1240
1,1075
10,977
10,872
11,813
10,725
1,687
10,647
1,611
1,575
8,551
8,516
1,501
10,483
8,463
8,454
10,436
1,424
1,408
1,395
9,388
8,378
1,364
1,353
8,350
1,349
1,338
8,336
8,335
1,319
1,315
1,311
8,308
1,300
8,302
8,308
1,290
1,293
7,291
1,284
1,286
1,284
7,277
8,281
7,279
1,277
1,275
7,270
6,271
6,268
1,266
7,273
1,262
8,265
1,264
6,264
6,263
1,263
7,261
1,261
1,265
7,262
6,261
6,257
7,260
1,262
6,259
6,258
6,258
1,267
7,265
7,267
6,265
1,262
6,270
12,272
1,261
1,267
6,269
7,271
6,267
1,269
12,282
6,269
1,279
6,281
1,276
6,275
1,281
6,283
6,284
7,284
1,289
6,292
6,289
5,290
5,293
6,291
6,301
1,303
6,305
1,300
1,304
5,304
1,315
6,314
5,315
1,322
6,322
5,328
5,329
5,327
6,334
10,341
6,341
5,343
1,351
5,353
5,361
1,356
1,370
5,367
5,371
5,376
5,380
5,389
5,396
5,405
5,408
5,409
5,412
5,419
4,428
5,432
5,439
5,454
5,464
5,462
5,469
5,480
5,492
5,505
5,508
5,523
5,537
1,549
4,564
5,567
5,595
5,599
5,620
5,642
4,650
1,664
5,690
1,718
5,732
5,751
5,768
5,804
1,835
5,857
14,905
9,934
14,960
1,1021
9,1048
4,1112
1,1157
23,1207
5,1284
9,1343
9,1417
9,1500
9,1642
9,1744
9,1887
9,2062
9,2247
9,2547
9,2891
9,3252
9,3841
9,4650
9,6050
40,8207
40,13277
31,36714
31,1747
0,130
0,574
0,369
0,105
0,97
0,32
0,30
0,391
0,208
0,43
0,158
0,124
0,93
0,64
0,51
0,165
0,38
0,26
0,20
0,19
0,18
0,17
0,17
0,17
0,16
0,16
0,17
0,17
0,17
0,18
0,18
0,20
0,21
0,23
0,29
0,57
0,169
0,284
0,2106
0,229
0,64
44,3476
4,5108
28,2320
28,1546
40,1162
12,934
12,796
8,684
12,624
12,564
12,538
12,500
12,498
12,472
4,462
20,461
4,468
4,470
8,502
8,512
4,574
20,612
8,658
8,726
8,834
8,980
8,1236
8,1668
8,2690
8,7860
0,598
88,8040
72,6440
56,22248
96,10954
0,70
0,63
0,45
0,35
0,35
0,47
0,92
0,23
0,22
0,22
0,22
0,23
0,35
0,49
0,23
0,35
0,16
0,15
0,14
0,14
0,13
0,13
0,13
0,13
0,12
0,12
0,12
0,12
0,12
0,12
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
